"444"|"ADOPT A LOVING PET FROM YOUR LOCAL SHELTER"|"1"
"3221"|"Woodland Hills, CA"|"1"
"5627"|"Concord,NC"|"1"
"8191"|"my home"|"1"
"7897"|"Half Moon Bay"|"1"
"8252"|"Matlock"|"2"
"8811"|"Sumter, SC"|"1"
"6578"|"Thank you and come again."|"1"
"3085"|"SEE MY FEEDBACKS"|"1"
"6344"|"Norwich"|"1"
"3069"|"Palmyra, PA"|"1"
"3479"|"Goshen, IN"|"1"
"2779"|"Manitoba"|"6"
"5632"|"CHEK OUT MY OTHER AUCTIONS"|"1"
"4119"|"Woodinville Washington"|"1"
"8648"|"FLASHBACK 2047 S. LAMAR BLVD"|"1"
"907"|"Lehigh Valley, PA"|"1"
"5484"|"CHAMPAIGN, ILLINOIS GO ILLINI!!!"|"1"
"8122"|"Stockton, CA 95219"|"1"
"3329"|"San Marino, in the heart of"|"11"
"8102"|"Palm Springs Ca."|"1"
"6380"|"Lehigh Valley, Pa"|"1"
"7439"|"CHECK OUT OUR OTHER AUCTIONS TO SAVE $$$"|"1"
"2990"|"Riverhead, NY"|"1"
"3435"|"Prairies"|"6"
"7632"|"Manchester, Pa."|"1"
"89"|"Royer"|"1"
"2987"|"Highland Beach"|"1"
"6820"|"Irving, TX"|"1"
"1227"|"Sacramento, California"|"1"
"7571"|"Rochester Hills"|"1"
"1653"|"PIKEVILLE,KY"|"1"
"3322"|"TOURNEFEUILLE"|"8"
"1473"|"Pa Dutch Country!"|"1"
"1101"|"ALL DIGITAL, 30+ HOURS OF GREAT LAUGHS!"|"1"
"1112"|"O-H-I-O Buckeye Country"|"1"
"5677"|"Southgate, MI"|"1"
"596"|"Glen Burnie, Maryland"|"1"
"4168"|"Asia"|"12"
"5656"|"Check out my OTHER AUCTIONS ! ! ! ! !"|"1"
"2656"|"Canyon, TX"|"1"
"5211"|"Sparta, MI."|"1"
"7815"|"Fort Worth"|"1"
"3666"|"Surfside, Fl"|"1"
"5659"|"West Central Illinois"|"1"
"7350"|"ROCKWOOD MI"|"1"
"6613"|"100+ items still to go"|"1"
"1584"|"www.legendtoys.com WE HAVE TONS OF Stuff"|"1"
"7222"|"Bedford Texas Home of Team Wheels"|"1"
"1272"|"Dortmund"|"3"
"1878"|"St.Augustine Fl."|"1"
"1989"|"Least Populated State/Least Populated County"|"1"
"3008"|"Fresno CA"|"1"
"4489"|"Jamestown"|"1"
"8514"|"Lakeville, MN"|"1"
"6472"|"LIVONIA, MICHIGAN"|"1"
"3489"|"rp"|"1"
"3964"|"Sumerduck, Virginia"|"1"
"5238"|"Plainview, Texas"|"1"
"7829"|"16066"|"1"
"8749"|"WARREN, MI."|"1"
"5874"|"New Items Added All The Time!"|"1"
"3348"|"wt ct"|"1"
"5762"|"orange County, CA"|"1"
"3311"|"THE SPRINGS"|"1"
"2801"|"Southwest Ohio"|"1"
"6154"|"FAST SHIPPING FROM ORMOND BEACH, FLORIDA!!!!!"|"1"
"6934"|"We love Hallmark Ornaments"|"1"
"6852"|"Boop City"|"1"
"5597"|"Frankfurt"|"3"
"456"|"ALTAMONT, IL"|"1"
"7662"|"HAPPY HOLIDAYS AND HAPPY BIDDING !!!!!!!!!!!!"|"1"
"2067"|"Corpus Christi, Tx"|"1"
"4793"|"POWER SELLERS SW IOWA"|"1"
"4378"|"Arlington Heights, IL."|"1"
"570"|"my busy home in the country"|"1"
"8675"|"Lowndesboro, Alabama"|"1"
"5201"|"long island"|"1"
"2319"|"HAPPY HOLIDAYS!!"|"1"
"4628"|"Merry Christmas & Happy New Year"|"1"
"8526"|"PLAINVIEW,LONG ISLAND,NEW YORK"|"1"
"2546"|"ALAMO CITY, HOT DEAL"|"1"
"5257"|"Midland, TX"|"1"
"5132"|"CHASCOIMPORTS"|"1"
"483"|"Combine, Texas"|"1"
"1183"|"MARSHALL"|"1"
"8842"|"Where I want to be in the"|"1"
"1054"|"My House"|"1"
"5051"|"HAMMOND, INDIANA"|"1"
"4594"|"essex,massachusetts"|"1"
"1703"|"FINDLAY"|"1"
"8314"|"NYC!!!"|"1"
"8412"|"I SHIP FAST!"|"1"
"8334"|"Gibbstown,n.j."|"1"
"4590"|"GOOD OLE' COUNTRY HILLS OF SOUTHEASTERN OHIO"|"1"
"4444"|"Good Ole' USA"|"1"
"5263"|"LEXINGTON PARK, MARYLAND"|"1"
"6373"|"Shelton, CT"|"1"
"1180"|"La Minerve, Qu_bec"|"6"
"7604"|"Circus City Capitol"|"1"
"3035"|"Sierra Vista, AZ"|"1"
"752"|"North Stonington, CT"|"1"
"7556"|"Detroit Motor City"|"1"
"6510"|"West Monroe, La"|"1"
"1149"|"See my other YOGA auctions!"|"6"
"4616"|"PHOENIX"|"1"
"780"|"Wilsonville,OR"|"1"
"8060"|"HAPPY HOLIDAYS, TX"|"1"
"2503"|"I ACCEPT PAYPAL**CHECK OUT MY OTHER AUCTIONS!"|"1"
"8436"|"The Magnolia State"|"1"
"2525"|"Home Counties"|"2"
"4752"|"Southern Pines, NC"|"1"
"6268"|"HOME IS WHERE YOU BUILD YOUR NEST"|"1"
"633"|"Daytona Beach, FL"|"1"
"3509"|"SAN ANTONIO"|"1"
"7772"|"Sheridan WY"|"1"
"5606"|"Beautiful Finger Lakes"|"1"
"1205"|"Broad Run,VA"|"1"
"204"|"Chicago"|"1"
"2704"|"Pasadena, California"|"1"
"6311"|"Key West fl"|"1"
"2551"|"Coeur d'Alene, Idaho"|"1"
"5939"|"Lindale TX"|"1"
"5006"|"Where the Jersey Devil Lives"|"1"
"1501"|"Endwell, , NY"|"1"
"5735"|"The Beautiful Northwest"|"1"
"2858"|"BOSTON AREA"|"1"
"6548"|"Vacaville, Ca."|"1"
"7021"|"BAKERSFIELD, CA"|"1"
"5866"|"auburn,ma"|"1"
"2608"|"LAND BETWEEN THE LAKES"|"1"
"6768"|"meghans closet"|"1"
"307"|"Deerfield, IL"|"1"
"1213"|"CHICOPEE,MASS."|"1"
"2865"|"Hohenwald, TN"|"1"
"7752"|"Morgantown,WV"|"1"
"4738"|"Vassar, Kansas LAND OF AH'S"|"1"
"8137"|"Oak Hill, OH"|"1"
"711"|"Perry Hall, Md"|"1"
"796"|"Middle TN"|"1"
"263"|"Denver, CO"|"1"
"3844"|"KOKOMO, INDIANA"|"1"
"5798"|"Endicott, New York"|"1"
"155"|"Kingston"|"6"
"4507"|"Edonia, Inc."|"1"
"7044"|"Froggieland In the Heart of Sugar Land"|"1"
"3265"|"The Unique Attic"|"1"
"2977"|"Lisboa"|"22"
"5777"|"CHECK OUT OUR WEBSITE IN LUCIA, NC"|"1"
"7482"|"NEW SOUTH WALES"|"7"
"6699"|"Spearfish, SD"|"1"
"3832"|"Central NC"|"1"
"2303"|"Summer Hill SYDNEY"|"7"
"3465"|"MYSTIC SURREY"|"6"
"5954"|"Prague, OK"|"1"
"7666"|"Paradise"|"1"
"5914"|"BUY IT NOW!!!!! FREE SHIPPING!!!!!!!"|"1"
"6947"|"Brunswick OH"|"1"
"5936"|"Wishing you Happy Holidays From South Jersey!"|"1"
"1860"|"My home"|"1"
"1957"|"SHAKER HEIGHTS,OHIO"|"1"
"3754"|"Bushkill, PA"|"1"
"3072"|"WINTER SPRINGS,FLORIDA"|"1"
"7219"|"Wayne Manor"|"1"
"8185"|"MERRY CHRISTMAS!!"|"1"
"1391"|"Southwestern Ohio"|"1"
"1"|"its a dry heat"|"1"
"2846"|"Traveler Book Cellar, Union, Connecticut"|"1"
"7841"|"Ft. Worth"|"1"
"8728"|"superior, wisconsin"|"1"
"4540"|"Georgetown, KY 40324"|"1"
"811"|"Titusville"|"1"
"4685"|"Elkhart, KS"|"1"
"82"|"Tulsa,Ok"|"1"
"3482"|"FOGGY SAN FRAN"|"1"
"896"|"Prescott, Arizona"|"1"
"7272"|"Palmdale, CA"|"1"
"3909"|"More auctions currently going on now...."|"1"
"8203"|"PALM BEACH"|"1"
"5044"|"Bradenton,Florida"|"1"
"423"|"Kokomo"|"1"
"3981"|"ARIANADESIGNS.COM"|"1"
"6106"|"HAPPY HOLIDAYS FROM PRINCE UNLIMITED!"|"1"
"3915"|"Oshkosh,Wi"|"1"
"7041"|"We ship to anywhere in the US and to APOs"|"1"
"4144"|"Blairsville, Pa"|"1"
"7297"|"LAKELAND"|"1"
"2612"|"PAY WITH PAYPAL!!!"|"1"
"5246"|"Hastings, MI."|"1"
"3038"|"Lawrenceville, NJ"|"1"
"8668"|"Ontario, Canada"|"6"
"6689"|"Casey's Boutique"|"1"
"8516"|"brighton,east sussex"|"2"
"3167"|"SASKATOON"|"6"
"3351"|"ornies in SE PA"|"1"
"861"|"Rock and Roll City"|"1"
"800"|"CLINTON TN"|"1"
"5769"|"ASHEVILLE, NORTH CAROLINA"|"1"
"2889"|"The Haunted Studios at Birch Hollow Farm"|"1"
"2843"|"Stow, Ohio"|"1"
"8009"|"California Valley"|"1"
"3067"|"Logansport"|"1"
"7517"|"BEAUTIFUL SCHAUMBURG ILLINOIS"|"1"
"4569"|"southeastern"|"1"
"8237"|"Henley, MO"|"1"
"8215"|"Check My Feedback!!!"|"1"
"1830"|"Marion, Ohio"|"1"
"6509"|"NAPLES FL"|"1"
"1193"|"B.C."|"6"
"5663"|"E. Coast FL, God Bless America!!"|"1"
"4611"|"U.S. Territory"|"34"
"280"|"72336 Balingen"|"3"
"6786"|"Check our other auctions, always 100+ items!"|"1"
"6172"|"Chester County 19335"|"1"
"1956"|"BURBANK, CA"|"1"
"4871"|"West Hollywood, Ca."|"1"
"3001"|"Newport Beach, CA"|"1"
"6991"|"viva las vegas"|"1"
"4047"|"Central Coast, CA"|"1"
"2565"|"Tokyo"|"10"
"4579"|"land of four seasons"|"1"
"8617"|"BOURG, LA."|"1"
"314"|"Merry Christmas and Happy New Year"|"1"
"4786"|"southern new jersey"|"1"
"5539"|"Portland NY"|"1"
"8475"|"pA."|"1"
"6501"|"Porter, Ok"|"1"
"8346"|"THE GUCCIADIDAS SUPERSTAR!!!"|"1"
"7918"|"FARM COUNTRY"|"1"
"4585"|"Brossard, Quebec CA"|"6"
"1841"|"Beantown!"|"1"
"2365"|"OREGONIA OHIO"|"1"
"7542"|"FAST SHIPPING & GREAT GIFTS"|"1"
"3719"|"MIDWEST, US"|"1"
"7741"|"cental valley CA"|"1"
"6594"|"Rhome"|"1"
"3326"|"springfield,mo."|"1"
"993"|"South Eastern United States"|"1"
"8786"|"Hershey, PA"|"1"
"8742"|"HERMISTON , OREGON"|"1"
"6223"|"ENGLISHTOWN"|"1"
"6191"|"Chattanooga, Tennessee"|"1"
"3736"|"Sun and Fun"|"1"
"1383"|"EVANS CITY, PA"|"1"
"520"|"SYRACUSE,NY"|"1"
"5014"|"great lakes state"|"1"
"8013"|"Spokane, Washington"|"1"
"3871"|"NYC - Land of the Brave and Free"|"1"
"1255"|"waverly, ia"|"1"
"6212"|"Winston-Salem, NC"|"1"
"1023"|"Gold Paw Country"|"1"
"7773"|"DEPT. STORE LIQUATION !!!!SAVE$$$"|"1"
"7039"|"NY Sate"|"1"
"4924"|"Free U.S. Shipping For Every Extra Laser Won!"|"1"
"7304"|"Gordon, NE"|"1"
"5387"|"HAINESVILLE, IL"|"1"
"6256"|"Ansonia Ohio"|"1"
"4905"|"Marlboro, NJ"|"1"
"2144"|"Satisfaction Guaranteed"|"1"
"8459"|"10 mins.from beaut.dt.Lake City, Fla"|"1"
"1904"|"CARMICHAEL CITY"|"1"
"6561"|"PLEASE DON'T FORGET TO VIEW MY OTHER AUCTIONS"|"1"
"3005"|"Long Island New York"|"1"
"6830"|"CHECK OUT MY AUCTIONS & SHOP !"|"7"
"2254"|"Aachen"|"3"
"5784"|"Delaware, OH"|"1"
"5898"|"Sarah's Closet"|"1"
"7449"|"HOME OF THE BRAVE,USA!!!!"|"1"
"7071"|"I LUV PAYPAL"|"1"
"1490"|"North Coast Ohio"|"1"
"3472"|"Hugo, MN"|"1"
"2829"|"Schenectady, NY"|"1"
"2411"|"North Las Vegas, NV"|"1"
"1796"|"CHICAGO, IL"|"1"
"8663"|"Lafayette, La."|"1"
"2385"|"Washington, IN"|"1"
"4364"|"Washington, IL"|"1"
"8003"|"WINCHESTER OR"|"1"
"4806"|"THE PERFUME WAREHOUSE **SEE MY OTHER AUCTIONS"|"1"
"6866"|"HOT Beaded Fringe!"|"1"
"1284"|"roswell, ga"|"1"
"5848"|"Sheffield Alabama"|"1"
"275"|"Greenbrier Tn"|"1"
"7279"|"Menlo Park, CA"|"1"
"1069"|"Groton, CT Go Navy!!!!!"|"1"
"5296"|"Stoneville, North Carolina"|"1"
"2864"|"USA USA"|"1"
"7224"|"Corpus Christi, Texas"|"1"
"2968"|"Baltimore, Maryland"|"1"
"8396"|"BRITISH COLUMBIA"|"6"
"5241"|"Hummingbird Sales-Louisville, Ky"|"1"
"420"|"Smokefree in PA"|"1"
"991"|"Connecticut"|"1"
"4099"|"We call it Paradise... others call it PA"|"1"
"6855"|"Carterville, IL"|"1"
"7058"|"my treasure island"|"1"
"3324"|"PLEASE SEE MY OTHER RELATED AUCTIONS ........"|"1"
"7964"|"Mount Juliet,TN"|"1"
"3654"|"HICKSVILLE, NY"|"1"
"5114"|"GILA CLIFF DWELLINGS"|"1"
"4967"|"Hilton Head, SC"|"1"
"3676"|"Eagle Point Oregon"|"1"
"6194"|"Good ol' USA, Land of the FREE!"|"1"
"4157"|"GREAT PRICE"|"1"
"7483"|"Holton"|"1"
"985"|"~We accept Paypal and Billpoint~"|"1"
"5612"|"Rochester,NY"|"1"
"3816"|"New Zealand"|"16"
"6341"|"VIEW MY OTHER AUCTIONS !!!!!!!"|"1"
"4902"|"GREAT ITEM!!!"|"1"
"2528"|"_STERSUND"|"25"
"7563"|"Warren, PA"|"1"
"8678"|"Fun Coast - Daytona Beach"|"1"
"4939"|"The First State"|"1"
"233"|"Hamilton! OH"|"1"
"8933"|"the Heartland"|"1"
"4474"|"bikini beach"|"1"
"5065"|"PAYPAL PREFERRED"|"1"
"8871"|"Ottawa, Canada"|"6"
"7608"|"Beautiful East Tennessee"|"1"
"6173"|"East BAY Area"|"1"
"1994"|"Hallstead, PA"|"1"
"1546"|"MINT & BOXED ITEMS SINCE '62, NEW CASTLE, PA"|"1"
"6829"|"clinton, conn."|"1"
"5069"|"Rankin-Bass Land!!!"|"1"
"7777"|"The beautiful ocean state"|"1"
"3694"|"Woodland Hills"|"1"
"125"|"SANTA CLAUS, NORTH POLE"|"1"
"5446"|"So Central Missouri"|"1"
"1019"|"The Sunshine State"|"1"
"5490"|"Powerseller-Los Angeles"|"1"
"2025"|"Durant, OK"|"1"
"1891"|"Bartlesville, Oklahoma"|"1"
"1362"|"JustSexy in South Carolina Ships Worldwide!"|"1"
"5152"|"PAY W/PAYPAL SHIPPED SAME DAY"|"1"
"5686"|"Combine S&H on Multiple WINS ! ! !"|"1"
"5555"|"Outside St. Louis"|"1"
"6009"|"I COMBINE SHIPPING"|"1"
"2094"|"CLOSED BATTLENET EUROPE REALM"|"22"
"3044"|"Roseville, MI"|"1"
"5256"|"UP NORTH!!!"|"1"
"6878"|"Ft Smith AR"|"1"
"7641"|"Mason City, IA"|"1"
"7506"|"CAPE"|"1"
"4398"|"HONGKONG"|"12"
"4228"|"Shelby Twp"|"1"
"8369"|"Macon"|"1"
"8037"|"PHILADELPHIA PA."|"1"
"8218"|"Willington, Connecticut"|"1"
"6343"|"Rochester, MN"|"1"
"5285"|"FAST SHIPPING!!!!"|"1"
"7098"|"SOUTHERN,INDIANA"|"1"
"8960"|"BEAUTIFUL MONTEREY BAY"|"1"
"3932"|"CHECK OUT OUR EBAY STORE FOR MORE GREAT DEALS"|"1"
"8562"|"Waterloo, Iowa"|"1"
"6138"|"THE EMPIRE STATE"|"1"
"6372"|"EBAY POWER SELLER IN PA."|"1"
"5113"|"Mi, USA"|"1"
"1338"|"Scotland"|"2"
"2783"|"AUTOGRAPHED4U"|"1"
"3155"|"Mount Tom, Mass."|"1"
"1418"|"RIVERSIDE, CA"|"1"
"1042"|"New Port Richey, Florida"|"1"
"7216"|"*My Closet In East Texas Baby!!!*"|"1"
"3443"|"east"|"1"
"1209"|"Durham, NC"|"1"
"5825"|"cali"|"1"
"6346"|"Erath, Louisiana"|"1"
"4306"|"Sunny, Ca"|"1"
"2300"|"Durham, NH"|"1"
"7278"|"York, Pennsylvania"|"1"
"2833"|"See our other auctions."|"1"
"701"|"Harrisburg,Pa"|"1"
"7654"|"rhinelander WI"|"1"
"3409"|"Designer Fashions under $15"|"1"
"7660"|"waterloo, iowa"|"1"
"8198"|"All Victoria Secret Stock Goes!!!"|"1"
"3584"|"moselle"|"8"
"2126"|"RECIEVE THIS BEFORE CHRISTMAS!!!!!!!"|"6"
"5561"|"Great Gifts"|"1"
"4301"|"paypal"|"1"
"2646"|"Rome, NY"|"1"
"2449"|"OZARK TERRITORY"|"1"
"5687"|"FESTUS, MO"|"1"
"6298"|"Staffordshire, United Kingdom"|"2"
"4438"|"Ogden, UT"|"1"
"3532"|"EPYONE GAMES"|"13"
"4886"|"Southern NH"|"1"
"926"|"NEW YORK"|"1"
"4779"|"Jackson, GA"|"1"
"781"|"Edgerton, Minnesota"|"1"
"3436"|"London, United Kingdom"|"2"
"1334"|"DANVILLE"|"1"
"2601"|"Portland,OR"|"1"
"1792"|"Philadelphia Pa"|"1"
"7274"|"WEST POINT"|"1"
"587"|"NW Arkansas"|"1"
"7823"|"Marin County, CA"|"1"
"4943"|"ST.PETE"|"1"
"5462"|"PAYPAL"|"1"
"5228"|"gladly combine on shipping"|"1"
"5007"|"Valencia, CA"|"1"
"5434"|"northern, ca"|"1"
"2750"|"EAST TX"|"1"
"1534"|"Downers Grove, IL"|"1"
"5727"|"OLDSHUNTR'S DIE CAST & COLL. in Knoxville, TN"|"1"
"932"|"Castle Country, UT"|"1"
"4353"|"HEARTSNSOULS"|"1"
"284"|"Burlington NC"|"1"
"8906"|"In The Listing - Please Read It"|"1"
"2919"|"NEW HOLSTEIN WISC."|"1"
"221"|"OHIO"|"1"
"3399"|"The Heart of YUM"|"1"
"2904"|"HANNIBAL NY"|"1"
"7606"|"La Habra Heights"|"1"
"8161"|"KANSA CITY"|"1"
"2766"|"Melbourne"|"7"
"4864"|"devon"|"2"
"7220"|"D.C. AREA"|"1"
"6948"|"QUALITY!!!"|"1"
"7692"|"SANTAS HELPER"|"1"
"7621"|"SARATOGA"|"1"
"5746"|"Sunny San Diego"|"1"
"3706"|"ottawa"|"6"
"8644"|"hollywood, fl"|"1"
"8187"|"BEECH_BUM"|"1"
"882"|"Basket Town"|"1"
"7521"|"Cedar Rapids, IA"|"1"
"5814"|"VANCOUVER ISLAND BC"|"6"
"309"|"cincinnati"|"1"
"7009"|"Daphne,, AL .."|"1"
"3852"|"Wanaque, NJ"|"1"
"5189"|"BILLPOINT FAST SHIPPING 2-3 DAY DELIVERY"|"1"
"8399"|"FAST SHIPPING! PAYPAL ONLY..."|"1"
"210"|"Indiana"|"1"
"2260"|"Kaneohe, Hawaii"|"1"
"4166"|"Provincetown, MA"|"1"
"3089"|"Southwestern Ontario"|"6"
"5169"|"Fremont, CA"|"1"
"1818"|"Pinckney"|"1"
"6460"|"S.W. Mo."|"1"
"1652"|"Nanuet, NY"|"1"
"2375"|"~ILLINOIS~ FAST SHIPPING"|"1"
"6270"|"Hastings, NY"|"1"
"4235"|"Boca Raton, FL."|"1"
"8578"|"Shauanvon Saskatchewan"|"6"
"173"|"Levittown"|"1"
"1790"|"Urbana, IL"|"1"
"4755"|"SAN MATEO , CA"|"1"
"4237"|"SAVE on S&H BUY IN MULTIPLES!"|"1"
"7875"|"CAITLINS CLOSET"|"1"
"3252"|"Spokane, WA"|"1"
"2900"|"Newnan, GA"|"1"
"8157"|"Check my other auctions for dance clothes"|"1"
"7251"|"Greensboro,NC"|"1"
"5210"|"76437 Rastatt"|"3"
"5817"|"Jamestown, NC"|"1"
"6597"|"Homosassa Fl"|"1"
"6970"|"FINAL RUN CITY!"|"6"
"8219"|"montreal,quebec"|"6"
"380"|"Towson, MD"|"1"
"1434"|"Tom Bull Creek - NW Montana"|"1"
"3136"|"Buckeye Country"|"1"
"7168"|"Vintage City"|"1"
"7598"|"CHECK OUT MY OTHER NAME BRAND CLOTHES LISTED!"|"1"
"7782"|"The Bronx"|"1"
"2548"|"Daytona Beach"|"1"
"7472"|"maine"|"1"
"6342"|"FEDERAL WAY, WA"|"1"
"1063"|"L.A."|"1"
"5428"|"MAUI"|"1"
"7195"|"LONDON ON."|"6"
"4217"|"Sellersburg, IN"|"1"
"3506"|"Lake Elsinore"|"1"
"4295"|"Md"|"1"
"7380"|"ADIRONDACKS"|"1"
"217"|"Fort Payne, AL 35967"|"1"
"129"|"Moose Jaw ,Sask."|"6"
"4195"|"Mn"|"1"
"3690"|"Mi"|"1"
"4669"|"Cranberry PA."|"1"
"2739"|"Epsom, Surrey"|"2"
"5553"|"Ms"|"1"
"5638"|"Hilton Head, S.C."|"1"
"3783"|"MD"|"1"
"7458"|"Winterport, Maine"|"1"
"933"|"MA"|"1"
"5532"|"Freeland, MI"|"1"
"3096"|"MO"|"1"
"46"|"MN"|"1"
"614"|"MI"|"1"
"7466"|"MW"|"1"
"4359"|"Brand New DVD's For Less!"|"1"
"1575"|"MS"|"1"
"4545"|"Elkhart, IN"|"1"
"8719"|"CLEARWATER, FLORIDA"|"1"
"6921"|"Central Ca."|"1"
"1337"|"Everett, MA"|"1"
"3048"|"Lower Sackville, Nova Scotia"|"6"
"3175"|"Huguenot, NY"|"1"
"1105"|"Austin tx"|"1"
"6332"|"branford"|"1"
"2564"|"Alberta"|"6"
"2480"|"Ninth Circle, NJ"|"1"
"7013"|"Dallas,TX"|"1"
"4940"|"TAMPA FLORIDA"|"1"
"4916"|"Centennial, Colorado"|"1"
"2180"|"paying bidders only!!"|"1"
"2597"|"Delphos, Ohio 45833"|"1"
"1104"|"Pasadena, TX"|"1"
"2953"|"Sarasota"|"1"
"4199"|"so Ca"|"1"
"8243"|"Florida World's Vacation Capitol"|"1"
"2762"|"UK - Pay online visa etc with BIDPAY"|"2"
"3596"|"ORANGE"|"1"
"5480"|"C MORE AUCTIONS..."|"1"
"4074"|"Studio City"|"1"
"5992"|"Trophy Club"|"1"
"4554"|"oregon"|"1"
"7512"|"Ellijay GA"|"1"
"3280"|"NORTH GEORGIA MOUNTAINS"|"1"
"2868"|"Wayzata, Minnesota"|"1"
